ftitle,fsubtitle,btitle,bsubtitle,audio
"worship,shrine visit",,お参り,(おまいり),[sound:お参り.wav]
おまたせしました,,Sorry to have kept you waiting,,[sound:おまたせしました.wav]
Sorry to have kept you waiting,,おまたせしました,,[sound:おまたせしました.wav]
おまちどおさま,,Sorry to have kept you waiting,,[sound:おまちどおさま.wav]
Sorry to have kept you waiting,,おまちどおさま,,[sound:おまちどおさま.wav]
おめでたい,,"happy event,matter for congratulation,auspicious event,pregnancy",,[sound:おめでたい.wav]
"happy event,matter for congratulation,auspicious event,pregnancy",,おめでたい,,[sound:おめでたい.wav]
思い掛けない,(おもいがけない),"unexpected,casual",,[sound:思い掛けない.wav]
"unexpected,casual",,思い掛けない,(おもいがけない),[sound:思い掛けない.wav]
思い込む,(おもいこむ),"to be under impression that,to be convinced that",,[sound:思い込む.wav]
"to be under impression that,to be convinced that",,思い込む,(おもいこむ),[sound:思い込む.wav]
思いっ切り,(おもいっきり),,,[sound:思いっ切り.wav]
,,思いっ切り,(おもいっきり),[sound:思いっ切り.wav]
思い付く,(おもいつく),"to think of,to hit upon",,[sound:思い付く.wav]
"to think of,to hit upon",,思い付く,(おもいつく),[sound:思い付く.wav]
重たい,(おもたい),"heavy,massive,serious",,[sound:重たい.wav]
"heavy,massive,serious",,重たい,(おもたい),[sound:重たい.wav]
おやすみ,,"(1) holiday,absence,rest,(2) (exp) Good night",,[sound:おやすみ.wav]
"(1) holiday,absence,rest,(2) (exp) Good night",,おやすみ,,[sound:おやすみ.wav]
おやつ,,"(1) between meal snack,afternoon refreshment",,[sound:おやつ.wav]
"(1) between meal snack,afternoon refreshment",,おやつ,,[sound:おやつ.wav]
親指,(おやゆび),thumb,,[sound:親指.wav]
thumb,,親指,(おやゆび),[sound:親指.wav]
オルガン,,organ,,[sound:オルガン.wav]
organ,,オルガン,,[sound:オルガン.wav]
卸す,(おろす),"to sell wholesale,grated (vegetables)",,[sound:卸す.wav]
"to sell wholesale,grated (vegetables)",,卸す,(おろす),[sound:卸す.wav]
恩恵,(おんけい),"grace,favor,blessing,benefit",,[sound:恩恵.wav]
"grace,favor,blessing,benefit",,恩恵,(おんけい),[sound:恩恵.wav]
温室,(おんしつ),greenhouse,,[sound:温室.wav]
greenhouse,,温室,(おんしつ),[sound:温室.wav]
温泉,(おんせん),"spa,hot spring,onsen",,[sound:温泉.wav]
"spa,hot spring,onsen",,温泉,(おんせん),[sound:温泉.wav]
温帯,(おんたい),temperate zone,,[sound:温帯.wav]
temperate zone,,温帯,(おんたい),[sound:温帯.wav]
御中,(おんちゅう),"and Company,Messrs.",,[sound:御中.wav]
"and Company,Messrs.",,御中,(おんちゅう),[sound:御中.wav]
女の人,(おんなのひと),woman,,[sound:女の人.wav]
woman,,女の人,(おんなのひと),[sound:女の人.wav]
蚊,(か),mosquito,,[sound:蚊.wav]
mosquito,,蚊,(か),[sound:蚊.wav]
カーブ,,"(1) curve,(2) curve ball (baseball)",,[sound:カーブ.wav]
"(1) curve,(2) curve ball (baseball)",,カーブ,,[sound:カーブ.wav]
貝,(かい),"shell,shellfish",,[sound:貝.wav]
"shell,shellfish",,貝,(かい),[sound:貝.wav]
開会,(かいかい),opening of a meeting,,[sound:開会.wav]
opening of a meeting,,開会,(かいかい),[sound:開会.wav]
会館,(かいかん),"meeting hall,assembly hall",,[sound:会館.wav]
"meeting hall,assembly hall",,会館,(かいかん),[sound:会館.wav]
改札,(かいさつ),examination of tickets,,[sound:改札.wav]
examination of tickets,,改札,(かいさつ),[sound:改札.wav]
解散,(かいさん),"breakup,dissolution",,[sound:解散.wav]
"breakup,dissolution",,解散,(かいさん),[sound:解散.wav]
海水浴,(かいすいよく),"sea bathing,seawater bath",,[sound:海水浴.wav]
"sea bathing,seawater bath",,海水浴,(かいすいよく),[sound:海水浴.wav]
回数,(かいすう),"number of times,frequency",,[sound:回数.wav]
"number of times,frequency",,回数,(かいすう),[sound:回数.wav]
回数券,(かいすうけん),book of tickets,,[sound:回数券.wav]
book of tickets,,回数券,(かいすうけん),[sound:回数券.wav]
改正,(かいせい),"revision,amendment,alteration",,[sound:改正.wav]
"revision,amendment,alteration",,改正,(かいせい),[sound:改正.wav]
快晴,(かいせい),good weather,,[sound:快晴.wav]
good weather,,快晴,(かいせい),[sound:快晴.wav]
解説,(かいせつ),"explanation,commentary",,[sound:解説.wav]
"explanation,commentary",,解説,(かいせつ),[sound:解説.wav]
改造,(かいぞう),"(1) remodeling,(2) modding (comp)",,[sound:改造.wav]
"(1) remodeling,(2) modding (comp)",,改造,(かいぞう),[sound:改造.wav]
開通,(かいつう),"opening,open",,[sound:開通.wav]
"opening,open",,開通,(かいつう),[sound:開通.wav]
回転,(かいてん),"rotation,revolution,turning",,[sound:回転.wav]
"rotation,revolution,turning",,回転,(かいてん),[sound:回転.wav]
解答,(かいとう),"answer,solution",,[sound:解答.wav]
"answer,solution",,解答,(かいとう),[sound:解答.wav]
回答,(かいとう),"reply,answer",,[sound:回答.wav]
"reply,answer",,回答,(かいとう),[sound:回答.wav]
外部,(がいぶ),"the outside,external",,[sound:外部.wav]
"the outside,external",,外部,(がいぶ),[sound:外部.wav]
解放,(かいほう),"release,liberation,emancipation",,[sound:解放.wav]
"release,liberation,emancipation",,解放,(かいほう),[sound:解放.wav]
開放,(かいほう),"open,throw open,liberalization",,[sound:開放.wav]
"open,throw open,liberalization",,開放,(かいほう),[sound:開放.wav]
海洋,(かいよう),ocean,,[sound:海洋.wav]
ocean,,海洋,(かいよう),[sound:海洋.wav]
概論,(がいろん),"intro,outline,general remarks",,[sound:概論.wav]
"intro,outline,general remarks",,概論,(がいろん),[sound:概論.wav]
帰す,(かえす),to send back,,[sound:帰す.wav]
to send back,,帰す,(かえす),[sound:帰す.wav]
却って,(かえって),"on the contrary,rather,all the more,instead",,[sound:却って.wav]
"on the contrary,rather,all the more,instead",,却って,(かえって),[sound:却って.wav]
代える,(かえる),"to exchange,to interchange,to substitute,to replace",,[sound:代える.wav]
"to exchange,to interchange,to substitute,to replace",,代える,(かえる),[sound:代える.wav]
反る,(かえる),"to warp,to be warped,to curve",,[sound:反る.wav]
"to warp,to be warped,to curve",,反る,(かえる),[sound:反る.wav]
家屋,(かおく),"house,building",,[sound:家屋.wav]
"house,building",,家屋,(かおく),[sound:家屋.wav]
係わる,(かかわる),"to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)",,[sound:係わる.wav]
"to concern oneself in,to have to do with,to affect,to influence,to stick to (opinions)",,係わる,(かかわる),[sound:係わる.wav]
書留,(かきとめ),"writing down,putting on record,recording,making a note of,registration (of mail)",,[sound:書留.wav]
"writing down,putting on record,recording,making a note of,registration (of mail)",,書留,(かきとめ),[sound:書留.wav]
書取,(かきとり),dictation,,[sound:書取.wav]
dictation,,書取,(かきとり),[sound:書取.wav]
垣根,(かきね),hedge,,[sound:垣根.wav]
hedge,,垣根,(かきね),[sound:垣根.wav]
掻く,(かく),"to scratch,to perspire",,[sound:掻く.wav]
"to scratch,to perspire",,掻く,(かく),[sound:掻く.wav]
嗅ぐ,(かぐ),"to sniff,to smell",,[sound:嗅ぐ.wav]
"to sniff,to smell",,嗅ぐ,(かぐ),[sound:嗅ぐ.wav]
架空,(かくう),"aerial,overhead,fiction,fanciful",,[sound:架空.wav]
"aerial,overhead,fiction,fanciful",,架空,(かくう),[sound:架空.wav]
各自,(かくじ),"individual,each",,[sound:各自.wav]
"individual,each",,各自,(かくじ),[sound:各自.wav]
拡充,(かくじゅう),expansion,,[sound:拡充.wav]
expansion,,拡充,(かくじゅう),[sound:拡充.wav]
学術,(がくじゅつ),"science,learning,scholarship",,[sound:学術.wav]
"science,learning,scholarship",,学術,(がくじゅつ),[sound:学術.wav]
各地,(かくち),"every place,various places",,[sound:各地.wav]
"every place,various places",,各地,(かくち),[sound:各地.wav]
拡張,(かくちょう),"expansion,extension,enlargement,escape (ESC)",,[sound:拡張.wav]
"expansion,extension,enlargement,escape (ESC)",,拡張,(かくちょう),[sound:拡張.wav]
角度,(かくど),angle,,[sound:角度.wav]
angle,,角度,(かくど),[sound:角度.wav]
学年,(がくねん),"year in school,grade in school",,[sound:学年.wav]
"year in school,grade in school",,学年,(がくねん),[sound:学年.wav]
学部,(がくぶ),"department of a university,undergraduate",,[sound:学部.wav]
"department of a university,undergraduate",,学部,(がくぶ),[sound:学部.wav]
格別,(かくべつ),exceptional,,[sound:格別.wav]
exceptional,,格別,(かくべつ),[sound:格別.wav]
確率,(かくりつ),probability,,[sound:確率.wav]
probability,,確率,(かくりつ),[sound:確率.wav]
学力,(がくりょく),"scholarship,knowledge,literary ability",,[sound:学力.wav]
"scholarship,knowledge,literary ability",,学力,(がくりょく),[sound:学力.wav]
掛け算,(かけざん),multiplication,,[sound:掛け算.wav]
multiplication,,掛け算,(かけざん),[sound:掛け算.wav]
可決,(かけつ),"approval,adoption (e.g. motion, bill),passage",,[sound:可決.wav]
"approval,adoption (e.g. motion, bill),passage",,可決,(かけつ),[sound:可決.wav]
火口,(かこう),"a burner,origin of a fire",,[sound:火口.wav]
"a burner,origin of a fire",,火口,(かこう),[sound:火口.wav]
下降,(かこう),"downward,descent,fall,drop,subsidence",,[sound:下降.wav]
"downward,descent,fall,drop,subsidence",,下降,(かこう),[sound:下降.wav]
重なる,(かさなる),"to be piled up,lie on top of one another,overlap each other",,[sound:重なる.wav]
"to be piled up,lie on top of one another,overlap each other",,重なる,(かさなる),[sound:重なる.wav]
重ねる,(かさねる),"to pile up,to put something on another,to heap up,to add,to repeat",,[sound:重ねる.wav]
"to pile up,to put something on another,to heap up,to add,to repeat",,重ねる,(かさねる),[sound:重ねる.wav]
飾り,(かざり),decoration,,[sound:飾り.wav]
decoration,,飾り,(かざり),[sound:飾り.wav]
火山,(かざん),volcano,,[sound:火山.wav]
volcano,,火山,(かざん),[sound:火山.wav]
かしこまりました,,certainly!,,[sound:かしこまりました.wav]
certainly!,,かしこまりました,,[sound:かしこまりました.wav]
貸し出し,(かしだし),"lending,loaning",,[sound:貸し出し.wav]
"lending,loaning",,貸し出し,(かしだし),[sound:貸し出し.wav]
過失,(かしつ),"error,blunder,accident",,[sound:過失.wav]
"error,blunder,accident",,過失,(かしつ),[sound:過失.wav]
果実,(かじつ),"fruit,nut,berry.",,[sound:果実.wav]
"fruit,nut,berry.",,果実,(かじつ),[sound:果実.wav]
貸間,(かしま),room to let,,[sound:貸間.wav]
room to let,,貸間,(かしま),[sound:貸間.wav]
貸家,(かしや),house for rent,,[sound:貸家.wav]
house for rent,,貸家,(かしや),[sound:貸家.wav]
個所,(かしょ),"passage,place,point,part",,[sound:個所.wav]
"passage,place,point,part",,個所,(かしょ),[sound:個所.wav]
過剰,(かじょう),"excess,over-",,[sound:過剰.wav]
"excess,over-",,過剰,(かじょう),[sound:過剰.wav]
かじる,,"to chew,to bite (at),to gnaw,to nibble",,[sound:かじる.wav]
"to chew,to bite (at),to gnaw,to nibble",,かじる,,[sound:かじる.wav]
課税,(かぜい),taxation,,[sound:課税.wav]
taxation,,課税,(かぜい),[sound:課税.wav]
下線,(かせん),"underline,underscore",,[sound:下線.wav]
"underline,underscore",,下線,(かせん),[sound:下線.wav]
カセット,,cassette (tape),,[sound:カセット.wav]
cassette (tape),,カセット,,[sound:カセット.wav]
加速,(かそく),acceleration,,[sound:加速.wav]
acceleration,,加速,(かそく),[sound:加速.wav]
加速度,(かそくど),acceleration,,[sound:加速度.wav]
acceleration,,加速度,(かそくど),[sound:加速度.wav]
片仮名,(かたかな),katakana,,[sound:片仮名.wav]
katakana,,片仮名,(かたかな),[sound:片仮名.wav]
片付く,(かたづく),"to put in order,to dispose of,to solve",,[sound:片付く.wav]
"to put in order,to dispose of,to solve",,片付く,(かたづく),[sound:片付く.wav]
塊,(かたまり),"lump,mass,clod,cluster",,[sound:塊.wav]
"lump,mass,clod,cluster",,塊,(かたまり),[sound:塊.wav]
固まる,(かたまる),"to harden,to solidify,to become firm,to become certain",,[sound:固まる.wav]
"to harden,to solidify,to become firm,to become certain",,固まる,(かたまる),[sound:固まる.wav]
片道,(かたみち),one-way (trip),,[sound:片道.wav]
one-way (trip),,片道,(かたみち),[sound:片道.wav]
傾く,(かたむく),"to incline toward,to slant,to lurch",,[sound:傾く.wav]
"to incline toward,to slant,to lurch",,傾く,(かたむく),[sound:傾く.wav]
片寄る,(かたよる),"to be one-sided,to incline,to be partial",,[sound:片寄る.wav]
"to be one-sided,to incline,to be partial",,片寄る,(かたよる),[sound:片寄る.wav]
学科,(がっか),"study subject,course of study",,[sound:学科.wav]
"study subject,course of study",,学科,(がっか),[sound:学科.wav]
学会,(がっかい),"scientific society,academic meeting",,[sound:学会.wav]
"scientific society,academic meeting",,学会,(がっかい),[sound:学会.wav]
楽器,(がっき),musical instrument,,[sound:楽器.wav]
musical instrument,,楽器,(がっき),[sound:楽器.wav]
学級,(がっきゅう),grade in school,,[sound:学級.wav]
grade in school,,学級,(がっきゅう),[sound:学級.wav]
担ぐ,(かつぐ),"to shoulder,to carry on shoulder",,[sound:担ぐ.wav]
"to shoulder,to carry on shoulder",,担ぐ,(かつぐ),[sound:担ぐ.wav]
括弧,(かっこ),"parenthesis,brackets",,[sound:括弧.wav]
"parenthesis,brackets",,括弧,(かっこ),[sound:括弧.wav]
活字,(かつじ),printing type,,[sound:活字.wav]
printing type,,活字,(かつじ),[sound:活字.wav]
活躍,(かつやく),activity,,[sound:活躍.wav]
activity,,活躍,(かつやく),[sound:活躍.wav]
活力,(かつりょく),"vitality,energy",,[sound:活力.wav]
"vitality,energy",,活力,(かつりょく),[sound:活力.wav]
仮定,(かてい),"assumption,supposition,hypothesis",,[sound:仮定.wav]
"assumption,supposition,hypothesis",,仮定,(かてい),[sound:仮定.wav]
過程,(かてい),process,,[sound:過程.wav]
process,,過程,(かてい),[sound:過程.wav]
課程,(かてい),"course,curriculum",,[sound:課程.wav]
"course,curriculum",,課程,(かてい),[sound:課程.wav]
仮名,(かな),"(n) alias,pseudonym,pen name",,[sound:仮名.wav]
